,0,1,2,3,4
491,Togoniéré,Sub-Prefecture,"13,025","15,342",
492,Toumoukoro,Sub-Prefecture,"34,200","44,423",
493,Tonkpi,Region,"992,564","1,387,909",
494,Banneu,Sub-Prefecture,"13,223","20,393",
495,Biankouma,Sub-Prefecture,"51,269","71,470",
496,Bin-Houyé,Sub-Prefecture,"28,499","30,796",
497,Blapleu,Sub-Prefecture,"14,750","25,371",
498,Bogouiné,Sub-Prefecture,"15,172","21,096",
499,Daleu,Sub-Prefecture,"34,308","56,653",
500,Danané,Sub-Prefecture,"104,672","131,586",
501,Fagnampleu,Sub-Prefecture,"2,967","3,149",
502,Gbangbégouiné,Sub-Prefecture,"3,449","4,132",
503,Gbangbégouiné-Yati,Sub-Prefecture,"10,068","25,660",
504,Gbon-Houyé,Sub-Prefecture,"13,640","19,090",
505,Gbonné,Sub-Prefecture,"35,957","54,809",
506,Gouiné,Sub-Prefecture,"14,909","21,835",
507,Goulaleu,Sub-Prefecture,"20,479","30,250",
508,Kouan-Houlé,Sub-Prefecture,"27,926","36,769",
509,Kpata,Sub-Prefecture,"6,741","9,278",
510,Logoualé,Sub-Prefecture,"28,515","32,854",
511,Mahapleu,Sub-Prefecture,"44,368","66,898",
512,Man,Sub-Prefecture,"188,704","241,969",
513,Podiagouiné,Sub-Prefecture,"21,694","32,607",
514,Sandougou-Soba,Sub-Prefecture,"7,746","7,347",
515,Sangouiné,Sub-Prefecture,"36,832","63,521",
516,Santa,Sub-Prefecture,"27,225","51,819",
517,Séileu,Sub-Prefecture,"19,718","23,525",
518,Sipilou,Sub-Prefecture,"22,417","41,516",
519,Téapleu,Sub-Prefecture,"39,244","42,814",
520,Yapleu,Sub-Prefecture,"7,735","11,145",
521,Yelleu,Sub-Prefecture,"11,203","15,586",
522,Yorodougou,Sub-Prefecture,"19,451","31,593",
523,Zagoué,Sub-Prefecture,"5,410","5,822",
524,Ziogouiné,Sub-Prefecture,"9,323","15,966",
525,Zonneu,Sub-Prefecture,"22,516","29,491",
526,Zouan-Hounien,Sub-Prefecture,"82,434","111,099",
527,Worodougou,Region,"272,334","429,812",
528,Bobi,Sub-Prefecture,"6,994","7,138",
529,Diarabana,Sub-Prefecture,"18,255","25,063",
530,Djibrosso,Sub-Prefecture,"11,859","22,484",
531,Dualla,Sub-Prefecture,"8,130","9,996",
532,Fadiadougou,Sub-Prefecture,"15,066","34,552",
533,Kamalo,Sub-Prefecture,"9,783","13,584",
534,Kani,Sub-Prefecture,"31,211","55,109",
535,Massala,Sub-Prefecture,"23,021","40,647",
536,Morondo,Sub-Prefecture,"15,753","19,283",
537,Séguéla,Sub-Prefecture,"63,774","103,980",
538,Sifié,Sub-Prefecture,"23,667","31,264",
539,Worofla,Sub-Prefecture,"44,821","66,713",
540,Yamoussoukro,Autonomous District,"355,573","422,072",
541,Attiégouakro,Sub-Prefecture,"12,250","14,863",
542,Kossou,Sub-Prefecture,"28,321","32,326",
543,Lolobo,Sub-Prefecture,"33,267","34,650",
544,Yamoussoukro,Sub-Prefecture,"281,735","340,234",
545,Côte d'Ivoire [ Ivory Coast ],Republic,"22,671,331","29,389,150",
