Country and Regions,Country and Regions Name,Country and Regions - RegionId,Indicators,Indicators Name,Scale,Units,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
EGY,Egypt,EG,NE.GDI.PUB.CD,"Gross capital formation, Public sector  (current US$)",millions,U.S. dollars,2132.641556,3046.321282,3431.320758,4026.221966,4318.543285,4950.837688,4459.464136,4257.367308,5263.653415,4234.98344,4648.514838,3130.508409,3278.34776,4971.507916,3349.924021,1887.163358,2578.739558,4104.707869,4751.741876,5839.606433,9965.294279,8129.876668,8000.58671,6101.646248,7076.764355,8667.576014,8604.023339,10299.40318,12108.25587,11967.36174,12340.48686,15214.49508,17833.18319,16944.96137,17258.59495,22113.17919,20347.38025,16860.47705,14266.23988,15309.17952,16520.80217
EGY,Egypt,EG,NE.EXPO.GNFS.CD,Exports of goods and services (current US$),millions,U.S. dollars,6991.666211,7810.810364,6918.719253,7169.964923,6849.064653,6908.177289,5644.527446,5087.274223,6069.165301,7094.485904,8703.454106,10302.42584,12200.18879,13043.37723,11887.78347,13563.98663,14034.39803,14779.01537,13753.20957,13538.0117,15869.58713,15781.5253,15112.21934,15553.21593,22084.66325,28212.78726,33649.7431,39979.17936,54468.47676,47162.28468,46138.01765,48811.00811,45809.09358,49000.7844,43504.65231,43632.32499,31642.53464,40679.03742,41619.29516,47180.24415,50435.74769
EGY,Egypt,EG,NE.IMP.GNFS.CD,Imports of goods and services (current US$),millions,U.S. dollars,9821.666454,11422.97309,10731.52788,10250.29094,10973.98432,11115.06702,9183.348815,9222.15203,12322.08888,12826.82764,14087.03397,13226.98543,13377.92979,14452.66166,14585.5099,17190.87871,18014.74201,19528.35963,21810.34737,20964.91228,22349.90856,20161.08734,19156.9604,17038.18106,23148.59593,-30319.24996,36279.71784,46030.1781,63690.75012,59709.88214,57457.59341,58088.56143,67929.58087,67204.02866,69257.57108,71691.34962,60869.26393,71094.81698,62132.03751,67316.67627,72639.41171
EGY,Egypt,EG,NE.CON.TETC.ZS,Final consumption expenditure  (% of GDP),units,Percentage of GDP,86.88909793,82.08828215,74.89066564,65.29459643,66.13365644,63.81693412,60.10861639,46.31854868,33.02294479,29.88005073,39.17648804,67.35526158,83.03378864,83.39540243,84.85714286,88.8085867,89.28177561,88.11073381,87.99582463,86.63849155,87.06262864,86.59046557,86.63872151,85.7005988,84.42200701,84.28969359,83.71377691,83.72246513,83.20491346,87.44962579,85.73678104,86.81294649,92.42424242,92.03962578,94.78873239,94.18925653,94.51402342,96.91212076,92.6216189,90.51852488,89.8992445
EGY,Egypt,EG,NE.CON.GOVT.ZS,General government final consumption expenditure (% of GDP),units,Percentage of GDP,16.04787385,18.16952118,15.7369379,13.66875574,13.870607,12.87518818,11.53206455,7.847832876,5.549532925,4.564821063,5.326627759,8.983106659,10.42415528,10.18569801,10.28571429,10.53744268,10.37551885,10.14867675,11.30828114,11.60598179,11.20258747,11.31865068,11.84176054,12.67065868,12.75499691,12.73909007,12.28751821,11.33126372,10.88777219,11.35098829,11.1636002,11.29902318,10.80526379,11.45550519,11.84976526,11.75984723,11.42671886,10.09207074,8.90769149,8.023909267,7.301950598
EGY,Egypt,EG,NE.CON.PETC.ZS,Household final consumption expenditure  (% of GDP),units,Percentage of GDP,70.84122408,63.91876097,59.15372774,51.62584069,52.26304944,50.94174594,48.57655184,38.4707158,27.47341187,25.31522967,33.84986028,58.37215492,72.60963336,73.20970442,74.57142857,78.27114402,78.90625677,77.96205706,76.68754349,75.03250975,75.86004116,75.27181489,74.79696096,73.02994012,71.6670101,71.55060353,71.4262587,72.39120141,72.31714126,76.0986375,74.57318084,75.51392331,81.61897863,80.58412059,82.93896714,82.42940931,83.08730456,86.82005002,83.71392741,82.49461561,82.5972939
EGY,Egypt,EG,NE.GDI.TOTL.ZS,Gross capital formation (% of GDP),units,Percentage of GDP,28.17954025,28.19199159,26.55395785,22.81630767,21.14053285,19.92137748,16.53960085,14.36100046,13.90609629,11.4826425,13.89341618,19.22889899,19.76994968,19.73478989,20.34285714,17.20298782,16.60954908,18.15874346,21.50313152,21.6189857,19.55307263,18.26038472,18.12942101,16.88622754,16.93797651,17.97585887,18.73077546,20.85568763,22.38972641,19.19017463,19.50107741,17.09432862,15.58010383,14.34137258,13.64319249,14.28896318,15.0414595,15.27502006,17.9142816,19.22908591,20.00175369
EGY,Egypt,EG,NE.GDI.PVTE.ZS,"Gross capital formation, Private sector (% GDP)",units,Percentage of GDP,18.64666039,15.75752097,14.71627808,11.45243016,10.30011625,9.262955274,7.868420735,8.574287709,7.924672061,7.622631614,8.806589769,12.43225885,11.96549245,9.179792001,13.88571429,14.0662607,12.79666579,12.74816884,15.90106924,15.12631534,9.379594237,9.255645386,8.697930312,8.335329341,7.892025551,8.653667595,10.73336571,13.06321516,15.04432161,12.857417,13.79081717,10.68668902,9.127127852,8.401454995,7.992447517,7.607319961,8.389020134,8.519283042,10.58675409,11.81824359,12.63484198
EGY,Egypt,EG,NE.GDI.PUB.ZS,"Gross capital formation, Public sector (% GDP)",units,Percentage of GDP,9.532879867,12.43447063,11.83767977,11.36387751,10.8404166,10.65842221,8.671180117,5.786712748,5.981424234,3.860010882,5.086826414,6.796640144,7.804457225,10.55499789,6.457142857,3.136727124,3.812883291,5.410574627,5.602062283,6.492670351,10.17347839,9.004739337,9.4314907,8.550898204,9.045950958,9.322191272,7.997409746,7.79247247,7.345404802,6.332757628,5.710260235,6.407639598,6.452975975,5.939917586,5.650744971,6.681643218,6.652439368,6.755737022,7.327527511,7.410842323,7.366911706
EGY,Egypt,EG,NE.EXPO.GNFS.ZS,Exports of goods and services (% of GDP),units,Percentage of GDP,31.25265654,31.88215656,23.86882158,20.23698738,17.19253675,14.87228523,10.97546985,6.914741545,6.896778633,6.466328188,9.524108621,22.36757481,29.04385334,27.69236646,22.91428571,22.5452262,20.75103769,19.48079331,16.21433542,15.0520156,16.20111732,17.47978812,17.81503799,21.79640719,28.22996085,30.34354689,31.27731909,30.24802982,33.04299274,24.95682211,21.34924581,20.5569325,16.57611976,17.17682411,14.24413146,13.18379532,10.34531426,16.29947233,21.37679815,22.83893463,22.49017307
EGY,Egypt,EG,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),units,Percentage of GDP,43.90272062,46.6262781,37.02259258,28.93110504,27.54691892,23.92909739,17.85651128,12.53496371,14.00237349,11.69111874,15.41530983,28.71707992,31.84759166,30.68441525,28.11428571,28.57362365,26.63631099,25.74108817,25.71329158,23.30949285,22.81681858,22.33063842,22.58318051,23.87744977,29.58994436,-32.60909935,33.72187146,34.82618258,38.63763261,31.59662253,26.58710426,24.46420761,24.58046601,23.55782247,22.67605634,21.66201503,19.90079718,28.48661315,31.91269865,32.58654541,32.39117126
EGY,Egypt,EG,GC.BAL.CASH.GD.CD,"Central government, Fiscal Balance (Current US $)",millions,U.S. dollars,-2157.14288,-3612.856926,-7052.857655,-6371.428734,-7594.285822,-9175.714922,-11714.28564,-9195.713472,-13297.14253,-15232.85755,-11539.41246,-9362.161573,-1771.624445,-1655.159593,-1095.988417,-748.2092203,-883.2880721,-686.6744274,-832.2757725,-2609.064327,-3802.076583,-5029.448779,-8249.158565,-6490.088256,-7083.733773,-8762.021948,-9848.463245,-8129.683957,-11207.73125,-13023.39075,-17711.1957,-23217.76953,-27640.43302,-38193.6685,-36523.68989,-38501.80275,-38324.94577,-27287.24801,-17538.67392,-15078.356,-13096.22554
EGY,Egypt,EG,GC.REV.TOTL.GD.CD,"Central government, total revenue and grants  (Current US $)",millions,U.S. dollars,3090.000205,10518.57217,11888.57235,13927.14388,14815.71495,16158.57288,18285.71487,17705.71466,20930.00039,24574.28565,18547.6918,11829.74913,12441.29351,14003.78958,15583.66868,16432.58555,17952.62369,19024.53918,20058.14125,20781.28655,21715.98911,19164.10773,17428.72448,17746.11896,16559.80589,19141.87501,26346.08522,32366.86548,38998.14149,51225.02267,54334.14275,52274.51263,58198.06785,62451.6525,74484.00836,72907.15041,55483.14686,54308.9603,40982.67369,41299.43569,44309.6468
EGY,Egypt,EG,GC.XPN.TOTL.GD.CD,"Central government, total expenditure and net lending  (Current US $)",millions,U.S. dollars,5247.143085,14131.4291,18941.43001,20298.57261,22410.00077,25334.2878,30000.00051,26901.42814,34227.14292,39807.14321,30087.10426,21191.91071,14212.91796,15658.94917,16679.65709,17180.79477,18835.91176,19711.21361,20890.41702,23390.35088,25518.0657,24193.55651,25677.88304,25288.24669,23690.90586,27903.89696,36194.54846,39398.74485,51963.18454,64248.41342,72045.33846,75492.28215,85838.50087,100645.321,111007.6983,111408.9532,93808.09263,81596.20831,58521.34762,56377.79169,57405.87234
EGY,Egypt,EG,GC.BAL.CASH.GD.ZS,"Central government, Fiscal Balance (% of GDP)",units,Percentage of GDP,-9.642400468,-14.74695515,-24.33158433,-17.98314556,-19.06319253,-19.7539588,-22.77777725,-12.49902781,-15.11038898,-13.88411472,-12.62747138,-20.32616906,-4.217541337,-3.514065812,-2.112571429,-1.243627451,-1.306015693,-0.9051321928,-0.9812108559,-2.900845254,-3.88150544,-5.570671871,-9.724519602,-9.09526409,-9.054859693,-9.423770198,-9.154112307,-6.150874697,-6.799106644,-6.891575513,-8.195425162,-9.778247558,-10.00175057,-13.38847804,-11.9584507,-11.63357413,-12.53008372,-10.93358575,-8.959283074,-7.262097511,-5.814209402
EGY,Egypt,EG,GC.REV.TOTL.GD.ZS,"Central government, total revenue and grants  (% of GDP)",units,Percentage of GDP,13.81226051,42.93469551,41.01426895,39.30890011,37.19043939,34.78702048,35.55555609,24.06601952,23.78409095,22.39843706,20.29656608,25.68354317,29.6178289,29.73141588,30.03828571,27.31323529,26.54446382,25.07698289,23.64752958,23.1053316,22.16965598,21.22637301,20.5458498,24.86955988,21.16775188,20.58755756,24.48859451,24.48859451,23.65800152,27.10669737,25.14180341,22.01559994,21.05909695,21.89191589,24.387277,22.02937728,18.13984237,21.76077537,21.04981211,19.99216259,19.75843863
EGY,Egypt,EG,GC.XPN.TOTL.GD.ZS,"Central government, total expenditure and net lending  (% of GDP)",units,Percentage of GDP,23.45466098,57.68165066,65.34585328,57.29204567,56.25363191,54.54097928,58.33333333,36.56504733,38.89447993,36.28255179,32.92403746,46.00971223,33.83537024,33.24548169,32.15085714,28.55686275,27.85047951,25.98211509,24.62874043,26.00617685,26.05116142,26.79704488,30.2703694,35.4391609,30.28315793,30.01132776,33.64270682,29.80887622,31.52317141,33.99827288,33.33722858,31.7938475,31.06084752,35.28039393,36.3457277,33.6629514,30.66992609,32.69436113,30.05815045,27.29126824,25.59827232
EGY,Egypt,EG,BG.CAB.CD,"Current account balance (Net, BoP, cur. US$)",millions,U.S. dollars,-193.2834753,-1115.984486,-2083.514021,-1480.401681,-3393.486307,-2231.281088,-1491.994308,-1004.997895,-1986.104773,-2506.390856,-2593.3427,1663.809997,3669.02649,2193,191.1,386.6,-184,119,-2478,-1723.8,-1163.1,-33.4,613.9,1943,3393.5,3013.643987,1755.9,2297.1,900.5,-4362.540231,-4317.6,-6087.8,-10146.3,-6390.4,-2779.7,-12142.6,-19831.1,-16438.26303,-8568.771552,-8336.97819,-8209.257466
EGY,Egypt,EG,BG.WEO.ADB.CAB.GDP.ZS,Current account balance (As % of GDP),units,Percentage of GDP,-0.863974607,-4.555224161,-7.18789455,-4.178384477,-8.518336592,-4.803618579,-2.901099993,-1.366016533,-2.256937203,-2.284470793,-2.837870719,3.612294344,8.734509696,4.655953638,0.368354623,0.6425827957,-0.2720594731,0.156858515,-2.921436117,-1.916578674,-1.187398223,-0.0369942013,0.7236959426,2.722936489,4.337778261,3.24124826,1.632102938,1.737973375,0.5462832217,-2.308521337,-1.997864417,-2.563898975,-3.671460638,-2.240102442,-0.9101190356,-3.66896683,-6.483645005,-6.586562279,-4.461737147,-4.08573709,-3.696066299
EGY,Egypt,EG,FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",units,percentage,,10.3169672,14.82327918,16.07985488,17.03639995,12.10666907,23.86447123,19.69375058,17.66341821,21.26190611,15.10717326,19.74859544,13.63753324,12.0897414,8.154237952,15.74220697,7.18701118,6.200000602,6.199993042,3.80000125,2.8,2.4,2.4,3.2,8.169169051,8.802,4.198,10.952,11.704,9.958847737,2,11.81640625,8.438343081,6.902677331,10.1248494,10.99136039,10.26945455,23.3,20.56690936,13.26832443,10.48197772
GNQ,Equatorial Guinea,GQ,NY.GDP.MKTP.KD.ZG,Real GDP growth (annual %),units,percentage,,5.769420426,2.201675995,5.004387159,1.011381645,12.90517881,-2.33055635,4.436737445,2.655262104,-1.229178018,-1.758564099,-1.022238942,34.74532003,11.03321305,16.66883558,17.48626372,66.57999728,149.9729635,23.77448232,25.66401545,18.21377995,63.37987543,19.46283403,13.95525032,37.99872685,9.7487276,1.259747204,24.77935513,17.7991119,1.343356288,-8.924162112,6.523922643,8.312842263,-4.133185933,0.4150663014,-9.089053982,-8.575878725,-2.907999821,-7.901889274,-2.704625388,-2.523084787
GNQ,Equatorial Guinea,GQ,NY.GDP.PCAP.KD.ZG,Real per Capita GDP Growth Rate (annual %),units,percentage,,-0.0026761522,-5.026577164,-2.961888916,-6.042976512,6.358555917,-6.779427249,0.6495061446,-0.4456297115,-4.0463089,-4.683394524,-4.117203338,30.44552957,7.38519125,12.70994111,13.36016232,60.49917998,140.5011473,18.96109212,20.70828566,13.52139008,56.88336477,14.68634277,9.328208883,32.24777242,5.038898496,-3.201107812,19.19583757,12.49649831,-3.192905178,-12.94532874,1.897161715,3.692568633,-8.127363771,-3.64608292,-12.64423583,-12.02637231,-6.446370286,-11.14065374,-6.010269118,-5.723794487
GNQ,Equatorial Guinea,GQ,NY.GDP.MKTP.KD,"Gross domestic product, (constant prices US$)",millions,U.S. dollars,57.61509688,60.93915405,62.28083677,65.39761097,66.0590304,74.5840664,72.8458427,76.07782148,78.09788705,77.13792499,75.78140513,75.0067381,101.0680693,112.2191247,130.9247461,153.8185925,256.2310072,640.5082419,792.7857607,996.2464208,1177.700552,1924.125694,2298.615085,2619.392574,3614.728403,3967.118428,4017.094092,5012.504103,5904.685317,5984.006278,5449.983857,5805.536588,6288.141687,6028.2411,6053.262297,5503.078019,5031.140722,4884.835159,4498.840894,4377.164101,4266.724539
GNQ,Equatorial Guinea,GQ,NY.GDP.MKTP.CD,"Gross domestic product, current prices (current US$)",millions,U.S. dollars,25.47814393,23.97934368,28.50377757,32.1447129,35.57213557,59.68417195,73.4137928,89.68606088,96.59353567,84.80586079,107.7247934,106.5589698,129.427218,130.7153894,96.85578406,136.2932944,223.3514314,425.000051,356.1582089,596.7725963,1177.700552,1696.291867,2089.424503,2955.264323,5244.116921,6639.72674,8537.280309,10776.72214,16021.70346,15027.79547,16298.54132,21329.39526,22389.62475,21949.45828,21736.50279,13180.19527,11254.67044,11710.99927,12987.48477,12757.48963,12638.01546
GNQ,Equatorial Guinea,GQ,NE.CON.TETC.CD,Final consumption expenditure  (current US$),millions,U.S. dollars,43.45830613,49.23446137,41.27899734,29.82192027,42.60027793,68.15497191,91.7559092,122.6612701,136.635065,109.2845627,106.3364283,135.2230609,131.4017983,107.5360676,57.01987007,134.261129,259.9977404,242.4725947,289.4008694,298.56115,281.0910993,302.0060853,405.0241889,588.0107182,1209.256458,769.1386121,836.272206,1696.156107,2199.951336,5129.712674,5719.98271,6854.72375,7101.383541,9060.430501,9508.268253,8021.421846,8250.059229,8057.555338,8756.139193,8726.600048,8565.445958
GNQ,Equatorial Guinea,GQ,NE.CON.GOVT.CD,General government final consumption expenditure (current US$),millions,U.S. dollars,18.65920708,14.62503727,11.25261423,8.391164013,7.412339561,8.73430485,11.88581197,11.74164911,17.16607128,12.16348806,15.198428,15.41613643,20.00060448,28.23815258,12.49628516,21.6188385,35.72266358,47.64858164,67.08342374,52.81314409,57.33682956,56.56402817,110.4878581,111.987171,154.0813357,224.6616725,245.0263959,358.0839654,424.6635912,1673.248494,1904.685578,2512.827187,2593.131504,3392.955894,3470.534194,2889.298204,2878.899626,2322.755588,2486.086356,2397.848055,2250.446439
GNQ,Equatorial Guinea,GQ,NE.CON.PETC.CD,Household final consumption expenditure (current US$),millions,U.S. dollars,24.79909905,34.60942409,30.02638311,21.43075626,35.18793837,59.42066706,79.87009723,110.919621,119.4689937,97.12107464,91.13800032,119.8069245,111.4011939,79.29791506,44.52358492,112.6422905,224.2750768,194.824013,222.3174457,245.7480059,223.7542697,245.4420572,294.5363308,476.0235472,1055.175122,544.4769396,591.2458101,1338.072142,1775.287745,3456.464179,3815.297132,4341.896563,4508.252036,5667.474606,6037.734059,5132.123641,5371.159603,5734.79975,6270.052837,6328.751993,6314.99952
GNQ,Equatorial Guinea,GQ,NE.GDI.TOTL.CD,Gross capital formation (current US$),millions,U.S. dollars,11.2546454,8.82136137,26.62763309,21.88953549,19.14664453,21.43243704,28.7754817,43.37857675,44.55637247,39.4115112,72.4110701,60.87052076,56.26917323,64.10088889,64.13126683,131.721396,310.1934772,384.3110151,475.5996505,563.4928075,728.9989642,1236.81927,664.5812434,1763.662107,2191.993944,3682.163941,2296.671998,4630.280433,5969.662175,5919.873268,6202.621697,6835.915747,9212.914788,6652.451728,6240.397832,3255.699727,1864.205343,1734.512662,1855.800473,1855.019047,1840.321461
GNQ,Equatorial Guinea,GQ,NE.GDI.PVTE.CD,"Gross capital formation, Private sector  (current US$)",millions,U.S. dollars,9.801949797,7.682742388,13.91439962,9.922155515,8.702651354,2.119373545,8.215795631,17.5562268,18.03746517,9.696167261,25.58092059,17.5016965,17.51595455,20.70876063,55.55307588,121.079589,291.479942,354.4368488,429.5204231,510.6946117,664.8819151,1108.947786,482.6392736,1047.184477,1504.368954,2837.252144,843.5588534,2425.389465,2327.741988,677.4931976,2411.284893,1993.33449,2912.828517,1665.405973,1294.428893,418.8641581,298.085269,482.6163853,594.7516008,666.1942562,745.1932206
GNQ,Equatorial Guinea,GQ,NE.GDI.PUB.CD,"Gross capital formation, Public sector  (current US$)",millions,U.S. dollars,1.452695605,1.138618982,12.71323347,11.96737997,10.44399318,19.3130635,20.55968607,25.82234995,26.5189073,29.71534394,46.83014951,43.36882426,38.75321868,43.39212826,8.578190947,10.64180701,18.71353525,29.87416625,46.07922737,52.79819586,64.11704909,127.8714837,181.9419698,716.4776297,687.6249903,844.9117977,1453.113144,2204.890968,3641.920187,5242.38007,3791.336804,4842.581257,6300.086271,4987.045755,4945.968939,2836.835569,1566.120074,1251.896277,1261.048872,1188.824791,1095.128241
GNQ,Equatorial Guinea,GQ,NE.EXPO.GNFS.CD,Exports of goods and services (current US$),millions,U.S. dollars,13.005,15.94674131,14.53580762,17.94971737,19.10187959,23.95163586,35.05349604,43.25590526,50.09568639,40.44726151,42.32200246,43.18928633,57.68741216,70.05505663,65.35964193,94.10836065,180.192825,503.9777195,419.8912269,740.7233944,1238.503796,1757.477794,2145.058285,2862.15152,4726.551642,7124.97435,8276.252717,11484.30677,14770.48333,11171.99526,13977.37367,16017.37606,16099.25785,14849.53652,14338.11206,7467.697486,5775.294795,4965.88051,5630.44302,5406.906384,5401.723662
GNQ,Equatorial Guinea,GQ,NE.IMP.GNFS.CD,Imports of goods and services (current US$),millions,U.S. dollars,36.21,44.34823679,47.25135816,29.90952906,36.85362633,33.94824412,56.7361813,89.58129615,104.0841436,77.1359339,88.93541219,108.6860659,91.17540387,89.56325509,60.76674382,196.1101717,476.6182128,604.7701624,743.8685838,864.7688799,1070.893308,1600.011282,1125.239214,705.6417541,2883.685123,-4936.550163,2871.916611,7034.021175,6918.393382,7193.785729,9601.436757,8378.620295,10023.93142,8612.960464,8350.275363,5564.62379,4634.888922,3046.949243,3254.897912,3231.035853,3169.475622
GNQ,Equatorial Guinea,GQ,NE.CON.TETC.ZS,Final consumption expenditure  (% of GDP),units,Percentage of GDP,170.5709264,205.3203041,144.8193919,92.77395123,119.7574373,114.1927075,124.9845645,136.7673738,141.4536326,128.8643989,98.71119267,126.899745,101.5256299,82.26733528,58.87089824,98.50897623,116.4074655,57.05236838,81.25626819,50.02929958,23.86779041,17.80389868,19.38448546,19.89706009,23.05929628,11.58388955,9.795534125,15.73907247,13.73107012,34.13483158,35.09505911,32.13745006,31.71729593,41.27860644,43.7433213,60.85965862,73.30342785,68.80331177,67.41982259,68.40374011,67.77524514
GNQ,Equatorial Guinea,GQ,NE.CON.GOVT.ZS,General government final consumption expenditure (% of GDP),units,Percentage of GDP,73.23613183,60.99014831,39.47762434,26.10433647,20.83748823,14.6342063,16.19016198,13.09194428,17.77144937,14.34274465,14.10857012,14.46723486,15.45316726,21.60277586,12.90195034,15.86199717,15.99392642,11.21142963,18.83528782,8.849793776,4.868540604,3.334569319,5.287956466,3.789413018,2.938175064,3.38359817,2.870075563,3.322753995,2.650552061,11.13435765,11.68623339,11.78105218,11.58184442,15.45803933,15.96638718,21.92151289,25.57959951,19.83396579,19.14216955,18.79561047,17.80696064
GNQ,Equatorial Guinea,GQ,NE.CON.PETC.ZS,Household final consumption expenditure  (% of GDP),units,Percentage of GDP,97.33479457,144.3301558,105.3417675,66.66961476,98.91994903,99.55850121,108.7944025,123.6754295,123.6821832,114.5216542,84.60262256,112.4325101,86.07246263,60.66455942,45.96894791,82.64697907,100.4135391,45.84093875,62.42098037,41.17950581,18.9992498,14.46932936,14.09652899,16.10764708,20.12112121,8.200291382,6.925458562,12.41631847,11.08051806,23.00047393,23.40882572,20.35639787,20.13545151,25.82056711,27.77693412,38.93814573,47.72382834,48.96934599,48.27765303,49.60812964,49.96828449
GNQ,Equatorial Guinea,GQ,NE.GDI.TOTL.ZS,Gross capital formation (% of GDP),units,Percentage of GDP,44.17372566,36.7873345,93.41790935,68.09684552,53.82483854,35.90975018,39.19628806,48.36713345,46.12769598,46.47262682,67.21857415,57.1237887,43.47553326,49.03851734,66.21315129,96.64554409,138.8813474,90.42611034,133.5360631,94.42337182,61.90019722,72.91311679,31.80690389,59.67865864,41.79910511,55.45655846,26.90168197,42.96557314,37.25984687,39.39282565,38.05629949,32.04927127,41.1481429,30.30804516,28.70930017,24.7014529,16.56383768,14.81097063,14.28914455,14.54062752,14.5617915
GNQ,Equatorial Guinea,GQ,NE.GDI.PVTE.ZS,"Gross capital formation, Private sector (% GDP)",units,Percentage of GDP,38.47199319,32.03900195,48.81598442,30.86714616,24.46479868,3.550980898,11.19107911,19.57520113,18.6735738,11.43336931,23.74654877,16.42442352,13.53343973,15.84263393,57.35648771,88.83752458,130.5028314,83.3968956,120.5982095,85.57608289,56.45593985,65.37482186,23.09914874,35.43454538,28.68679277,42.73145951,9.880885046,22.50581795,14.52867976,4.508267358,14.79448281,9.345480571,13.00972459,7.587458204,5.95509271,3.17798143,2.64854729,4.121052135,4.579420967,5.221985483,5.896441755
GNQ,Equatorial Guinea,GQ,NE.GDI.PUB.ZS,"Gross capital formation, Public sector (% GDP)",units,Percentage of GDP,5.701732468,4.748332553,44.60192493,37.22969936,29.36003986,32.35876928,28.00520895,28.79193232,27.45412218,35.0392575,43.47202538,40.69936519,29.94209353,33.19588341,8.856663575,7.808019502,8.378515929,7.029214745,12.93785352,8.847288931,5.444257371,7.538294924,8.707755155,24.24411327,13.11231234,12.72509895,17.02079692,20.45975519,22.7311671,34.88455829,23.26181669,22.70379069,28.13841831,22.72058695,22.75420746,21.52347147,13.91529039,10.6899185,9.709723586,9.318642035,8.665349748
GNQ,Equatorial Guinea,GQ,NE.EXPO.GNFS.ZS,Exports of goods and services (% of GDP),units,Percentage of GDP,51.04374964,66.50199241,50.99607442,55.84034123,53.69899582,40.13063275,47.74783416,48.23035468,51.86235916,47.69394607,39.28715122,40.53087827,44.57131432,53.59357989,67.48140297,69.0484158,80.67681675,118.5829786,117.8945807,124.1215496,105.1628781,103.6070401,102.6626366,96.84925636,90.13055416,107.3082467,96.94249711,106.5658614,92.19046756,74.34220994,85.7584332,75.09531266,71.90499182,67.65331666,65.9632886,56.65847382,51.31465042,42.40355923,43.35283635,42.38221266,42.74186623
GNQ,Equatorial Guinea,GQ,NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),units,Percentage of GDP,142.1218127,184.9434971,165.7722666,93.04649617,103.6025129,56.87981087,77.28272731,99.88318727,107.7547714,90.95589996,82.55797892,101.9961681,70.44530915,68.51775871,62.73940623,143.8883494,213.3938475,142.2988447,208.8590309,144.9076056,90.93086576,94.32405552,53.85402598,23.87744977,54.98895555,-74.3486947,33.6397132,65.27050697,43.18138454,47.86986717,58.9097918,39.28203398,44.77043065,39.23996826,38.41591007,42.21958535,41.18191595,26.01784163,25.06180349,25.32658029,25.07890287
GNQ,Equatorial Guinea,GQ,GC.BAL.CASH.GD.CD,"Central government, Fiscal Balance (Current US $)",millions,U.S. dollars,-4.141107365,-4.303069119,-4.934673357,-1.566068004,1.219415176,-1.616315739,-5.438551705,0.5650210535,-33.33324869,-14.95025641,-5.632519317,-6.187736629,-11.08848561,-18.55076765,-5.752963028,-7.444519126,-13.14882132,13.65784654,-27.2513938,-1.140599458,101.1367428,275.7798333,269.0523954,369.9030768,542.9364283,1700.002721,2461.762348,2677.323041,3266.908905,-464.7212431,-738.8228891,173.7979608,-1623.400853,-1284.884399,-1049.132701,-440.7083926,-418.0088873,-339.2591735,-112.0578803,-63.06509465,33.43997968
GNQ,Equatorial Guinea,GQ,GC.REV.TOTL.GD.CD,"Central government, total revenue and grants  (Current US $)",millions,U.S. dollars,10.11165033,6.868245869,9.262988249,12.86170484,13.87246673,13.88087636,14.2227549,22.45555101,18.48559133,34.45295263,55.00889754,51.35485921,48.23905632,50.15724406,21.8233919,25.17925853,38.94379209,76.35638319,97.71428953,110.3722644,244.0373256,487.943416,595.5347418,813.4281846,1561.317001,2865.923435,4292.818471,5418.881679,7816.040268,5523.428043,4342.885307,6037.787924,6257.668233,5455.671551,5225.198647,3501.122156,1939.133892,2551.475529,2858.548539,2759.039216,2731.980844
GNQ,Equatorial Guinea,GQ,GC.XPN.TOTL.GD.CD,"Central government, total expenditure and net lending  (Current US $)",millions,U.S. dollars,14.2527577,11.17131499,14.19766161,14.42777284,12.65305155,15.4971921,19.6613066,21.89052996,51.81884002,49.40320904,60.64141685,57.54259584,59.32754193,68.70801171,27.57635493,32.62377766,52.09261342,62.69853665,124.9656833,111.5128638,142.9005827,212.1635827,326.4823464,443.5251078,918.5935716,1165.920714,1831.056124,2580.001462,3928.54776,5988.149286,5081.708196,5863.989963,7881.069086,6740.555949,6274.331347,3941.830548,2357.142779,2890.734702,2970.606419,2822.104311,2698.540864
GNQ,Equatorial Guinea,GQ,GC.BAL.CASH.GD.ZS,"Central government, Fiscal Balance (% of GDP)",units,Percentage of GDP,-16.25356767,-17.94489948,-17.31234867,-4.871930288,3.428006658,-2.70811454,-7.408078914,0.62999874,-34.50877791,-17.62880097,-5.228619283,-5.806866038,-8.567352199,-14.19172428,-5.939720673,-5.462131616,-5.887054873,3.213610566,-7.651485524,-0.1911279883,8.587645026,16.25780555,12.8768661,12.516751,10.35324796,25.6035043,28.83544007,24.84357495,20.3905216,-3.092411286,-4.533061424,0.8148283562,-7.250683611,-5.853831936,-4.826593822,-3.343716718,-3.714092646,-2.89692763,-0.8628143343,-0.4943378086,0.2645983445
