,0,1,2,3,4
680,Bero,District,"12,256","18,523",
681,Bita,District,"74,577","100,830",
682,Bonga,Town,"20,858","56,045",
683,Chena,District,"158,449","222,310",
684,Cheta,District,"32,619","44,479",
685,Debub Bench,District,"108,299","152,945",
686,Decha,District,"128,887","175,261",
687,Genabosa,District,"86,565","114,558",
688,Gesha Deka,District,"85,104","115,451",
689,Gewata,District,"72,473","96,270",
690,Gimbo,District,"89,892","130,328",
691,Guraferda,District,"35,271","52,791",
692,Isara,District,"64,950","90,093",
693,Konta,District,"90,846","129,665",
694,Loma,District,"109,192","147,556",
695,Maji,District,"31,088","47,168",
696,Mareka,District,"126,022","190,009",
697,Masha,District,"40,810","62,514",
698,Meinit Goldeya,District,"88,863","119,144",
699,Meinit Shasha,District,"43,305","60,197",
700,Menjiwo,District,"107,731","144,128",
701,Mizan Aman,Town,"34,080","91,437",
702,Sayilem,District,"40,874","55,991",
703,Semen Bench,District,"106,490","145,932",
704,Shay Bench,District,"118,282","160,031",
705,Sheko,District,"49,999","71,742",
706,Surma,District,"24,598","33,264",
707,Telo,District,"63,252","87,160",
708,Tocha,District,"102,848","142,959",
709,Yeki,District,"134,519","209,337",
710,Tigray,Region,"4,316,988","5,738,996",
711,Abiy Adi,Town,"16,115","34,176",
712,Adigrat,Town,"57,588","121,776",
713,Adwa,District,"99,711","113,438",
714,Adwa,Town,"40,500","85,644",
715,Ahiferom ( Enticho ),District,"173,700","220,575",
716,Aksum,Town,"44,647","94,515",
717,Alaje,District,"107,972","130,287",
718,Alamata,District,"85,403","101,627",
719,Alamata,Town,"33,214","70,441",
720,Asgede Tsimbla,District,"135,621","164,146",
721,Atsbi Wonberta,District,"112,341","138,712",
722,Dega Temben,District,"113,595","136,330",
723,Endamehoni,District,"84,739","99,307",
724,Enderta,District,"114,297","130,020",
725,Erob,District,"25,471","31,035",
726,Ganta Afeshum,District,"88,644","104,431",
727,Gulo Meheda,District,"84,236","105,707",
728,Hawuzen,District,"117,954","141,627",
729,Hintalo Wajirat,District,"153,505","186,342",
730,Humora,Town,"21,653","46,080",
731,Kafta Humera,District,"92,167","134,709",
732,Kilte Awlalo,District,"99,708","118,141",
733,Kola Temben,District,"134,336","152,826",
734,Korem,Town,"16,856","35,629",
735,Laelay Adiyabo,District,"113,836","137,322",
736,Laelay Maychew,District,"72,625","82,621",
737,Maychew,Town,"23,419","49,603",
738,Medebay Zana,District,"125,028","152,500",
739,Mekele ( Debub Mekele & Semen Mekele ),Town,"215,914","457,917",
740,Mereb Lehe,District,"107,218","129,706",
741,Nader Adet,District,"104,966","121,232",
742,Ofla,District,"126,889","144,369",
743,Raya Azebo,District,"135,870","170,319",
744,Seasi Tsadamba,District,"139,191","176,854",
745,Seharti Samre,District,"124,340","150,454",
746,Shiraro,Town,"17,045","36,127",
747,Shire Inda Silase,Town,"47,284","100,079",
748,Tahtay Adiyabo,District,"90,144","108,743",
749,Tahtay Koraro,District,"68,989","78,483",
750,Tahtay Maychew,District,"99,122","123,736",
751,Tanqua Abergele,District,"93,185","112,901",
752,Tsegede,District,"103,852","127,171",
753,Tselemti,District,"138,858","166,395",
754,Welkayit,District,"138,926","168,600",
755,Were Lehe,District,"146,104","182,387",
756,Wukro,Town,"30,210","63,956",
757,Ethiopia,Federal Democratic Republic,"73,750,932","105,163,988",
