,0,1,2,3,4
616,N'Koumandougou,Commune,"9,551","13,656",
617,Pelengana,Commune,"19,963","55,847",
618,Sakoïba,Commune,"12,471","18,286",
619,Sama Foulala,Commune,"6,457","7,032",
620,Saminé,Commune,"7,971","12,320",
621,Sansanding,Commune,"15,145","23,399",
622,Sébougou,Commune,"9,720","16,250",
623,Ségou,Urban Commune,"105,305","133,501",
624,Sibila,Commune,"13,656","19,105",
625,Soignébougou,Commune,"2,268","3,099",
626,Souba,Commune,"14,186","20,050",
627,Togou,Commune,"8,558","11,061",
628,Sikasso,Cercle,"514,764","734,984",
629,Benkadi,Commune,"6,033","7,964",
630,Blendio,Commune,"10,330","12,255",
631,Danderesso,Commune,"26,265","36,356",
632,Dembela,Commune,"10,188","12,503",
633,Dialakoro,Commune,"3,867","5,476",
634,Diomaténé,Commune,"3,049","4,463",
635,Dogoni,Commune,"10,227","13,428",
636,Doumanaba,Commune,"10,582","13,862",
637,Fama,Commune,"7,136","10,764",
638,Farakala,Commune,"6,009","7,588",
639,Finkolo,Commune,"10,106","14,179",
640,Finkolo Ganadougou,Commune,"12,089","17,333",
641,Gongasso,Commune,"6,587","8,806",
642,Kabarasso,Commune,"6,361","8,486",
643,Kaboïla,Commune,"21,068","27,298",
644,Kafouziéla,Commune,"4,711","6,412",
645,Kapala,Commune,"8,589","10,285",
646,Kapolondougou,Commune,"11,596","14,669",
647,Kignan,Commune,"19,113","25,963",
648,Kléla,Commune,"19,267","24,870",
649,Kofan,Commune,"8,264","10,298",
650,Kolokoba,Commune,"6,019","7,703",
651,Koumankou,Commune,"5,609","8,955",
652,Kouoro,Commune,"10,782","15,099",
653,Kourouma,Commune,"10,142","14,741",
654,Lobougoula,Commune,"24,303","31,218",
655,Miniko,Commune,"2,264","3,293",
656,Miria,Commune,"7,798","9,989",
657,Missirikoro,Commune,"3,402","4,405",
658,Natien,Commune,"4,993","6,917",
659,Niéna,Commune,"29,004","37,377",
660,Nongo-Souala,Commune,"6,603","10,044",
661,N'Tjikouna,Commune,"2,468","3,834",
662,Pimperna,Commune,"6,546","9,308",
663,Sanzana,Commune,"8,053","11,299",
664,Sikasso,Urban Commune,"134,774","226,618",
665,Sokourani-Missirikoro,Commune,"2,525","3,372",
666,Tella,Commune,"5,675","7,607",
667,Tiankadi,Commune,"3,418","4,708",
668,Wateni,Commune,"5,152","6,207",
669,Zanférébougou,Commune,"3,948","4,653",
670,Zangaradougou,Commune,"3,945","7,261",
671,Zaniéna,Commune,"5,904","7,118",
672,Ténenkou,Cercle,"127,237","162,924",
673,Diafarabé,Commune,"12,874","14,907",
674,Diaka,Commune,"17,132","19,480",
675,Diondiori,Commune,"16,645","20,492",
676,Karéri,Commune,"18,392","27,803",
677,Ouro Ardo,Commune,"10,317","10,341",
678,Ouro Guiré,Commune,"6,652","8,142",
679,Sougoulbé,Commune,"5,870","9,255",
680,Ténenkou,Urban Commune,"7,675","11,274",
681,Togoré-Coumbé,Commune,"21,613","27,575",
682,Togoro Kotia,Commune,"10,067","13,655",
683,Tessalit,Cercle,"13,968","15,955",
684,"Adjelhoc ( Aguel'hoc, Aguelhok )",Commune,"5,201","7,903",
685,Tessalit,Commune,"5,072","5,583",
686,Timtaghène,Commune,"1,422","2,469",
687,Tin-Essako,Cercle,"2,923","8,022",
688,Intadjedite,Commune,...,"5,427",
689,Tin-Essako,Commune,"2,554","2,595",
690,Tombouctou [ Timbuktu ],Cercle,"71,112","127,328",
691,Alafia,Commune,"7,500","12,912",
692,Ber,Commune,"7,871","18,967",
693,Bourem-Inaly,Commune,"8,350","11,604",
694,Lafia,Commune,"7,514","7,754",
695,Salam,Commune,"7,261","21,462",
696,Tombouctou [ Timbuktu ],Urban Commune,"29,732","54,629",
697,Tominian,Cercle,"166,756","221,129",
698,Benena,Commune,"14,288","17,932",
699,Diora,Commune,"12,363","16,005",
700,Fangasso,Commune,"19,301","23,815",
701,Koula,Commune,"15,250","18,089",
702,Lanfiala,Commune,"5,755","9,441",
703,Mafoune,Commune,"17,090","23,283",
704,Mandiakuy,Commune,"15,763","21,087",
705,Ouan,Commune,"7,637","9,108",
706,Sanekuy,Commune,"12,144","15,734",
707,Timissa,Commune,"17,912","27,752",
708,Tominian,Commune,"19,042","25,053",
709,Yasso,Commune,"10,211","13,830",
710,Yanfolila,Cercle,"163,798","212,717",
711,Baya,Commune,"14,462","24,464",
712,Bolo-Fouta,Commune,"3,561","4,428",
713,Djallon-Foula,Commune,"10,174","11,197",
714,Djiguiya de Koloni,Commune,"4,557","6,864",
715,Gouanan,Commune,"18,763","25,119",
716,Gouandiaka,Commune,"19,190","26,247",
717,Koussan,Commune,"7,534","10,191",
718,Sankarani,Commune,"8,048","7,563",
719,Séré Moussa Ani Samou,Commune,"16,158","18,784",
720,Tagandougou,Commune,"14,101","15,111",
721,Wassoulou-Ballé,Commune,"37,498","51,473",
722,Yallankoro-Soloba,Commune,"9,752","11,276",
723,Yélimané,Cercle,"121,463","176,517",
724,Diafounou Diongaga,Commune,"7,077","9,678",
725,Diafounou Gory,Commune,"14,161","20,250",
726,Fanga,Commune,"5,370","7,933",
727,Gory,Commune,"8,644","12,601",
728,Guidimé,Commune,"27,121","39,823",
729,Kirané Kaniaga,Commune,"23,729","34,897",
730,Konsiga,Commune,"3,024","4,928",
731,Kremis,Commune,"6,735","11,044",
732,Marékhaffo,Commune,"3,399","5,324",
733,Soumpou,Commune,"3,359","4,853",
734,Toya,Urban Commune,"8,908","12,644",
735,Tringa,Commune,"9,936","12,542",
736,Yorosso,Cercle,"141,021","211,606",
737,Boura,Commune,"14,846","22,215",
738,Karangana,Commune,"12,875","17,018",
739,Kiffosso,Commune,"15,502","19,438",
740,Koumbia,Commune,"15,274","25,435",
741,Koury,Commune,"33,605","54,290",
742,Mahou,Commune,"11,925","16,247",
743,Ménamba 1,Commune,"6,839","10,521",
744,Ourikéla,Commune,"16,356","23,834",
745,Yorosso,Commune,"13,799","22,608",
746,Youwarou,Cercle,"85,426","108,523",
747,Bembéré Tama,Commune,"5,750","8,239",
748,Deboye,Commune,"16,229","23,152",
749,Dirma,Commune,"6,753","8,118",
750,Dongo,Commune,"11,255","11,476",
751,Farimaké,Commune,"6,898","11,916",
752,N'Dodjiga,Commune,"17,849","22,309",
753,Youwarou,Commune,"17,229","23,313",
754,Mali,Republic,"9,810,912","14,528,662",
