,0,1,2,3
773,Chulungoma,Ward,"6,720",
774,Ibale,Ward,"2,643",
775,Ilambo,Ward,"4,212",
776,Ipusukilo,Ward,"4,015",
777,Isangano,Ward,"7,337",
778,Isansa,Ward,"5,328",
779,Kaela,Ward,"5,836",
780,Kafinsa,Ward,"3,480",
781,Kampemba,Ward,"6,755",
782,Katilye,Ward,"4,026",
783,Katopola,Ward,"10,766",
784,Lwata,Ward,"5,170",
785,Masonde,Ward,"6,594",
786,Mufili,Ward,"4,859",
787,Mulalashi,Ward,"2,652",
788,Munshishinga,Ward,"5,650",
789,Mushitu-Wamboo,Ward,"6,377",
790,Mwelawamangu,Ward,"8,828",
791,Namukolo,Ward,"1,158",
792,Ntandashi,Ward,"5,101",
793,Mafinga,District,"65,969",
794,Bemba,Ward,"10,046",
795,Kakoma,Ward,"4,174",
796,Kalanga,Ward,"12,818",
797,Luhoka,Ward,"4,249",
798,Mafinga,Ward,"5,966",
799,Mukutu,Ward,"7,105",
800,Ntonga,Ward,"11,581",
801,Thendere,Ward,"10,030",
802,Mambwe,District,"68,918",
803,Chikowa,Ward,"4,907",
804,Chipapa,Ward,"5,014",
805,Jumbe,Ward,"5,113",
806,Kakumbi,Ward,"14,714",
807,Kasamanda,Ward,"2,846",
808,Malama,Ward,429,
809,Mdima,Ward,"9,772",
810,Mnkhanya,Ward,"7,094",
811,Mphomwa,Ward,"8,413",
812,Msoro,Ward,848,
813,Ncheka,Ward,561,
814,Nsefu,Ward,"8,019",
815,Nyakatokoli,Ward,"1,188",
816,Mansa,District,"204,998",
817,Chansusu,Ward,"9,695",
818,Chibeleka,Ward,"8,191",
819,Chilyapa,Ward,"6,034",
820,Kaole,Ward,"3,079",
821,Lukangaba,Ward,"17,988",
822,Lwingishi,Ward,"16,532",
823,Mansa,Ward,"29,039",
824,Misakalala,Ward,"10,473",
825,Muchinka,Ward,"32,985",
826,Mulelenshi,Ward,"21,533",
827,Muleshi,Ward,"7,527",
828,Mushipashi,Ward,"8,392",
829,Mutuna,Ward,"13,998",
830,Myulu,Ward,"19,532",
831,Manyinga,District,"48,141",
832,Chiteve,Ward,"1,367",
833,Chongo,Ward,"1,947",
834,Dihamba,Ward,"2,491",
835,Kashinakaji,Ward,505,
836,Kaula,Ward,"15,811",
837,Kawanda,Ward,"6,566",
838,Loloma,Ward,"12,760",
839,Lunsona,Ward,"5,220",
840,Manyinga,Ward,"1,474",
841,Masaiti,District,"103,857",
842,Chilulu,Ward,"3,318",
843,Chinondo,Ward,"3,373",
844,Chondwe,Ward,"9,346",
845,Ishitwe,Ward,"4,733",
846,Kashitu,Ward,"7,520",
847,Katonte,Ward,823,
848,Katuba,Ward,"5,674",
849,Luansobe,Ward,"5,543",
850,Lumano,Ward,"8,580",
851,Majaliwa,Ward,"6,892",
852,Masangano,Ward,"9,073",
853,Miengwe,Ward,"8,730",
854,Miputu,Ward,"4,505",
855,Mishikishi,Ward,"6,099",
856,Mutaba,Ward,"6,797",
857,Mwatishi,Ward,"5,748",
858,Shimibanga,Ward,"7,103",
859,Mazabuka,District,"171,063",
860,Chivuna,Ward,"19,508",
861,Chizobo,Ward,"6,040",
862,Itebe,Ward,"2,856",
863,Kalama,Ward,"3,351",
864,Konkola,Ward,"6,462",
865,Lubombo,Ward,"21,496",
866,Mazabuka Central,Ward,"58,944",
867,Munenga,Ward,"2,713",
868,Munjile,Ward,"2,508",
869,Musuma,Ward,"5,534",
870,Mwanachingwala,Ward,"11,742",
871,Nakambala,Ward,"8,565",
872,Nega Nega,Ward,"4,787",
873,Ngwezi,Ward,"16,557",
874,Mbala,District,"203,129",
875,Chela,Ward,"16,338",
876,Chimbili,Ward,"12,476",
877,Chinyika,Ward,"9,478",
878,Chozi,Ward,"7,131",
879,Intala,Ward,"23,064",
880,Ipembe,Ward,"6,577",
881,Kawimbe,Ward,"8,768",
882,Kazimolwa,Ward,"24,077",
883,Lapisha,Ward,"12,379",
884,Luandi,Ward,"22,432",
885,Malamba,Ward,"7,918",
886,Motomoto,Ward,"3,057",
887,Mukololo,Ward,"13,129",
888,Mwamba,Ward,"6,098",
889,Mwambezi,Ward,"8,118",
890,Mwiluzi,Ward,"6,965",
891,Nsunzu,Ward,"15,124",
892,Milenge,District,"43,337",
893,Chipundu,Ward,792,
894,Chiswishi,Ward,"2,112",
895,Fibalala,Ward,"5,590",
896,Itemba,Ward,"4,770",
897,Kapalala,Ward,"1,297",
898,Lusumbwe,Ward,"2,420",
899,Mikula,Ward,"9,695",
900,Milambo,Ward,"3,877",
901,Mulumbi,Ward,"2,307",
902,Mumbotuta,Ward,"2,930",
903,Nsaka,Ward,298,
904,Nsunga,Ward,"2,123",
905,Sokontwe,Ward,"5,126",
906,Mitete,District,"27,468",
907,Chin'onwe,Ward,"2,365",
908,Kakwacha,Ward,"1,649",
909,Kashizhi,Ward,"6,550",
910,Lupui,Ward,"2,753",
911,Lutembwe,Ward,988,
912,Mataba,Ward,"3,604",
913,Mitete,Ward,"3,281",
914,Muyondoti,Ward,"2,979",
915,Nyaala,Ward,"3,299",
916,Mkushi,District,"128,986",
917,Chalata,Ward,"14,422",
918,Chibefwe,Ward,"19,196",
919,Chikanda,Ward,"3,534",
920,Masofu,Ward,"4,237",
921,Matuku,Ward,"16,131",
922,Munda,Ward,"15,730",
923,Mushibemba,Ward,"11,589",
924,Nkumbi,Ward,"12,415",
925,Nshinso,Ward,"9,287",
926,Tembwe,Ward,"9,855",
927,Upper Lunsenfwa,Ward,"12,590",
928,Mongu,District,"128,844",
929,Imalyo,Ward,"6,247",
930,Imwiko,Ward,"16,967",
931,Kaande,Ward,"1,748",
932,Kama,Ward,"2,911",
933,Kambule,Ward,"9,552",
934,Kanyonyo,Ward,"11,440",
935,Katongo,Ward,"9,777",
936,Lealui,Ward,"4,810",
937,Lewanika,Ward,"3,004",
938,Lui,Ward,"10,291",
939,Lumbo,Ward,"4,558",
940,Mabumbu,Ward,"2,207",
941,Mbekise,Ward,"4,133",
942,Mulambwa,Ward,"9,813",
943,Mutondo,Ward,"3,402",
944,Nakanyaa,Ward,"6,882",
945,Nakato,Ward,"5,777",
946,Namengo,Ward,"3,285",
947,Namushakende,Ward,"5,428",
948,Yeta,Ward,"6,612",
949,Monze,District,"191,872",
950,Bbombo,Ward,"5,787",
951,Bweengwa,Ward,"7,281",
952,Chipembele,Ward,"7,141",
953,Chisekesi,Ward,"7,206",
954,Chona,Ward,"9,716",
955,Choongo East,Ward,"12,798",
956,Choongo West,Ward,"3,668",
957,Hamamvwa,Ward,"4,290",
958,Hamangaba,Ward,"8,461",
959,Hatontola,Ward,"11,960",
960,Hufwa/Hamapande,Ward,"3,589",
961,Kaila,Ward,"7,405",
962,Katimba,Ward,"7,051",
963,Keemba,Ward,"12,513",
964,Malundu,Ward,"8,291",
965,Manungu,Ward,"38,590",
966,Mayaba,Ward,"4,685",
967,Monze Urban,Ward,"1,502",
968,Moomba,Ward,"1,010",
969,Mwanza East,Ward,"6,286",
970,Mwanza West,Ward,"13,041",
971,Ufwenuka,Ward,"9,601",
972,Mpika,District,"203,379",
973,Chambeshi,Ward,"6,237",
974,Chibwa,Ward,"6,057",
975,Chifungwe,Ward,"5,860",
976,Chikanda,Ward,"8,221",
977,Chinama,Ward,"5,800",
978,Chipembele,Ward,"8,769",
979,Chishibe Isonde,Ward,"15,430",
980,Lubaleshi,Ward,"12,344",
981,Lubambala,Ward,"16,191",
982,Lukulu,Ward,"8,420",
983,Lulimala,Ward,"10,447",
984,Lulingila,Ward,"10,223",
985,Lwitikila,Ward,"10,400",
986,Mansha,Ward,"6,410",
987,Muchinga,Ward,"4,445",
988,Mukungwa,Ward,"7,884",
989,Mumbubu,Ward,"8,424",
990,Munikashi,Ward,"7,789",
991,Mupamadzi,Ward,"8,285",
992,Musakanya,Ward,"22,631",
993,Mutekwe,Ward,"5,097",
994,Nachikufu,Ward,"8,015",
995,Mpongwe,District,"93,380",
996,Ibenga,Ward,"15,747",
997,Kalweo,Ward,"7,878",
998,Kanyenda,Ward,"8,635",
999,Kasamba,Ward,"1,895",
1000,Kashiba,Ward,"9,536",
1001,Kasonga,Ward,"2,266",
1002,Luswishi,Ward,"1,718",
1003,Mikata,Ward,"10,313",
1004,Mpongwe,Ward,"11,130",
1005,Munkumpu,Ward,"8,509",
1006,Musofu,Ward,"3,103",
1007,Nampamba,Ward,"12,650",
1008,Mporokoso,District,"98,842",
1009,Bwandela,Ward,"4,871",
1010,Chikulu,Ward,"2,261",
1011,Chimpolonge,Ward,"3,656",
1012,Chisha Mwamba,Ward,"8,352",
1013,Isenga,Ward,"5,018",
1014,Kalungwishi,Ward,"7,531",
1015,Kanyanta,Ward,"4,439",
1016,Kapumo,Ward,"3,726",
1017,Kasanshi,Ward,"3,679",
1018,Luangwa,Ward,"6,564",
1019,Lubushi,Ward,"3,141",
1020,Lumangwe,Ward,"4,531",
1021,Lunte,Ward,"7,049",
1022,Mabale,Ward,"3,113",
1023,Malaila,Ward,"4,333",
1024,Malambwa,Ward,"3,549",
1025,Masonde,Ward,"1,722",
1026,Mikomba,Ward,"5,424",
1027,Muchinga,Ward,"4,420",
1028,Mumbuluma,Ward,"2,492",
1029,Mutotoshi,Ward,"3,028",
1030,Nchelenge,Ward,"5,943",
1031,Mpulungu,District,"98,073",
1032,Chibulula,Ward,"24,254",
1033,Chilumba,Ward,768,
1034,Chisha,Ward,"10,120",
1035,Isoko,Ward,"9,111",
1036,Isunga,Ward,"3,105",
1037,Itimbwe,Ward,"2,375",
1038,Iyendwe,Ward,"4,060",
1039,Kapembwa,Ward,"2,109",
1040,Katwe,Ward,"3,213",
1041,Mpulungu Central,Ward,"21,465",
1042,Mumila,Ward,"4,249",
1043,Tanganyika,Ward,"2,813",
1044,Vyamba,Ward,"10,431",
1045,Mufulira,District,"162,889",
1046,Buntungwa,Ward,"4,178",
1047,Butondo,Ward,"8,400",
1048,Bwafwano,Ward,"4,087",
1049,Bwananyina,Ward,"11,432",
1050,Bwembya Silwizya,Ward,"3,591",
1051,Chachacha,Ward,"10,414",
1052,David Kaunda,Ward,"4,461",
1053,David Lunda,Ward,"1,530",
1054,Fibusa,Ward,"6,078",
1055,Francis Mukuka,Ward,"7,829",
1056,Hanky Kalanga,Ward,"7,543",
1057,John Kampengele,Ward,"5,789",
1058,Kafue,Ward,998,
1059,Kamuchanga,Ward,"4,207",
1060,Kangwa Nsuluka,Ward,"1,079",
1061,Kansuswa,Ward,"5,884",
1062,Kasempa,Ward,"4,549",
1063,Kawama,Ward,"6,953",
1064,Kwacha,Ward,"5,354",
1065,Leya Mukutu,Ward,"4,134",
1066,Luansobe,Ward,"6,654",
1067,Maina Soko,Ward,"4,812",
1068,Minambe,Ward,"3,695",
1069,Mpelembe,Ward,"7,726",
1070,Mulungushi,Ward,"8,806",
1071,Murundu,Ward,"7,635",
1072,Mutundu,Ward,"4,812",
1073,Shinde,Ward,"10,259",
1074,Mufumbwe,District,"58,062",
1075,Chizela,Ward,"3,082",
1076,Kabipupu,Ward,"1,426",
1077,Kalambu,Ward,"10,864",
1078,Kalengwa,Ward,"2,075",
1079,Kamabuta,Ward,"3,292",
1080,Kaminzekenzeke,Ward,"2,111",
1081,Kashima East,Ward,"2,019",
1082,Kashima West,Ward,"6,851",
1083,Kikonge,Ward,"1,833",
1084,Lalafuta,Ward,991,
1085,Matushi,Ward,"8,791",
1086,Miluji,Ward,"4,277",
1087,Munyambala,Ward,"1,585",
1088,Mushima,Ward,"4,417",
1089,Musonweji,Ward,"2,076",
1090,Shukwe,Ward,"2,372",
1091,Mulobezi,District,"30,482",
1092,Kamanga,Ward,"3,499",
1093,Luamuloba,Ward,"4,020",
1094,Machile,Ward,"3,554",
1095,Mulobezi,Ward,"4,378",
1096,Nawinda,Ward,"5,197",
1097,Sichili,Ward,"9,834",
1098,Mumbwa,District,"173,311",
1099,Chibolyo,Ward,"5,677",
1100,Chisalu,Ward,"19,338",
1101,Choma,Ward,"8,272",
1102,Kalwanyembe,Ward,"8,401",
1103,Lutale,Ward,"10,319",
1104,Mpusu,Ward,"7,076",
1105,Mumba,Ward,"14,624",
1106,Mupona,Ward,"20,390",
1107,Myooye,Ward,"4,609",
1108,Nakasaka,Ward,"12,855",
1109,Nalubanda,Ward,"11,999",
1110,Nalusanga,Ward,"10,418",
1111,Nambala,Ward,"5,833",
1112,Nangoma,Ward,"15,502",
1113,Shichanzu,Ward,"12,038",
1114,Shimbizhi,Ward,"5,960",
1115,Mungwi,District,"151,058",
1116,Chambeshi,Ward,"13,792",
1117,Chibamba,Ward,"17,739",
1118,Fibwe,Ward,"10,791",
1119,Fube,Ward,"14,296",
1120,Iyaya,Ward,"11,613",
1121,Kabisha,Ward,"8,825",
1122,Kalungu,Ward,"14,407",
1123,Lubala,Ward,"13,650",
1124,Mabula,Ward,"5,342",
1125,Mpanda,Ward,"12,742",
1126,Mungwi,Ward,"12,978",
1127,Musensenshe,Ward,"5,013",
1128,Ngulula,Ward,"9,870",
1129,Mwandi,District,"25,054",
1130,Loanja,Ward,"3,123",
1131,Lwazamba,Ward,"4,619",
1132,Mabumbu,Ward,"3,928",
1133,Magumwi,Ward,"3,138",
1134,Mushukula,Ward,"3,358",
1135,Mwandi,Ward,"4,271",
1136,Sankolonga,Ward,"1,579",
1137,Simungoma,Ward,"1,038",
1138,Mwansabombwe,District,"45,294",
1139,Chipita,Ward,752,
1140,Kakose,Ward,"5,306",
1141,Kayo,Ward,"8,406",
1142,Lufubu,Ward,"3,304",
1143,Mbereshi,Ward,"6,357",
1144,Mulele,Ward,"10,854",
1145,Mununshi,Ward,"4,820",
1146,Mwansabombwe,Ward,"5,495",
1147,Mwense,District,"87,276",
1148,Chachacha,Ward,"4,503",
1149,Chibembe,Ward,"2,220",
1150,Kalanga,Ward,"6,309",
1151,Kaombe,Ward,"5,273",
1152,Kapela,Ward,"3,678",
1153,Kasengu,Ward,"7,446",
1154,Katiti,Ward,"6,460",
1155,Luche,Ward,"12,541",
1156,Lundashi,Ward,"6,411",
1157,Mambilima,Ward,"1,753",
1158,Mpasa,Ward,"4,736",
1159,Munwa,Ward,"1,231",
1160,Musonda,Ward,"3,960",
1161,Nkanga,Ward,"6,287",
1162,Nsomfi,Ward,"5,519",
1163,Pabe Kabesa,Ward,"8,949",
1164,Mwinilunga,District,"104,317",
1165,Chibwika,Ward,"9,944",
1166,Chisasa,Ward,"3,932",
1167,Kakoma,Ward,"7,127",
1168,Kamapanda,Ward,"4,735",
1169,Kanongesha,Ward,"13,317",
1170,Kanyama,Ward,"4,643",
1171,Kapundu,Ward,"5,057",
1172,Kasampula,Ward,"1,085",
1173,Kawiku,Ward,"3,162",
1174,Lumwana,Ward,"5,021",
1175,Mudyanyama,Ward,"3,120",
1176,Mulumbi,Ward,"15,704",
1177,Mundwinji,Ward,"8,241",
1178,Ntambu,Ward,"9,319",
1179,Sailunga,Ward,"3,035",
1180,Samuteba,Ward,"6,875",
1181,Nakonde,District,"119,708",
1182,Chiwaza,Ward,"7,797",
1183,Ilonda,Ward,"5,016",
1184,Isunda,Ward,"6,582",
1185,Luchinde,Ward,"5,754",
1186,Mpande,Ward,"7,273",
1187,Mukulika,Ward,"2,559",
1188,Mulalo,Ward,"9,675",
1189,Musele,Ward,"4,079",
1190,Musyani,Ward,"7,194",
1191,Nakonde,Ward,"38,634",
1192,Ng'umba,Ward,"6,728",
1193,Old Fife,Ward,"11,968",
1194,Popomozi,Ward,"6,449",
1195,Nalolo,District,"55,569",
1196,Kambai,Ward,"6,650",
1197,Kataba,Ward,"4,586",
1198,Lyamakumba,Ward,"11,977",
1199,Makoka,Ward,"6,500",
1200,Muoyo,Ward,"4,911",
1201,Nanjucha,Ward,"6,774",
1202,Shekela,Ward,"7,281",
1203,Silowana,Ward,"6,890",
1204,Namwala,District,"102,866",
1205,Baambwe,Ward,"4,069",
1206,Chitongo,Ward,"4,939",
1207,Itapa,Ward,"7,117",
1208,Kabulamwanda,Ward,"7,221",
1209,Kantengwa,Ward,"4,506",
1210,Maala,Ward,"5,776",
1211,Mandondo,Ward,"4,474",
1212,Mbeza,Ward,"5,122",
1213,Moobola,Ward,"12,748",
1214,Nakamboma,Ward,"13,614",
1215,Namakube,Ward,"10,943",
1216,Namwala Central,Ward,"10,300",
1217,Ndema,Ward,"9,308",
1218,Ngabo,Ward,"2,729",
1219,Nchelenge,District,"152,807",
1220,Chilongo,Ward,"37,810",
1221,Chisenga,Ward,"10,192",
1222,Kabuta,Ward,"8,419",
1223,Kasamba,Ward,"12,912",
1224,Kashikishi,Ward,"24,989",
1225,Katofyo,Ward,"6,874",
1226,Kilwa,Ward,"8,668",
1227,Mofwe,Ward,"6,663",
1228,Mulwe,Ward,"12,937",
1229,Munkombwe,Ward,"1,658",
1230,Mwatishi,Ward,"16,364",
1231,Nchelenge,Ward,"1,272",
1232,Shabo,Ward,"4,049",
1233,Ndola,District,"451,246",
1234,Chichele,Ward,"7,987",
1235,Chifubu,Ward,"13,307",
1236,Chipulukusu,Ward,"37,703",
1237,Dag Hammerskjoeld,Ward,"9,729",
1238,Fibobe,Ward,"15,011",
1239,Itawa,Ward,"20,813",
1240,Kabushi,Ward,"12,363",
1241,Kafubu,Ward,"6,892",
1242,Kaloko,Ward,"9,032",
1243,Kamba,Ward,"11,748",
1244,Kaniki,Ward,"1,332",
1245,Kanini,Ward,"11,299",
1246,Kansenshi,Ward,"11,693",
1247,Kantolomba,Ward,"7,241",
1248,Kavu,Ward,"4,995",
1249,Kawama,Ward,"18,425",
1250,Lubuto,Ward,"22,915",
1251,Masala,Ward,"9,059",
1252,Mukuba,Ward,"9,686",
1253,Munkulungwe,Ward,"16,725",
1254,Mushili,Ward,"46,509",
1255,Nkwazi,Ward,"22,218",
1256,Pamodzi,Ward,"40,186",
1257,Skyways,Ward,"15,785",
1258,Toka,Ward,"8,186",
1259,Twapia,Ward,"29,683",
1260,Twashuka,Ward,"14,055",
1261,Yengwe,Ward,"16,669",
1262,Ngabwe,District,"21,238",
1263,Mukumbwe,Ward,"15,546",
1264,Ngabwe,Ward,"5,692",
1265,Nkeyema,District,"42,170",
1266,Litoya,Ward,"9,073",
1267,Namilangi,Ward,"21,066",
1268,Nkeyema,Ward,"12,031",
1269,Nsama,District,"48,633",
1270,Chishela,Ward,"2,033",
1271,Chubo,Ward,"3,077",
1272,Fungwa,Ward,"4,458",
1273,Kakusu,Ward,"1,196",
1274,Kampinda,Ward,"6,740",
1275,Kapisha,Ward,"9,204",
1276,Kashikishi,Ward,"4,070",
1277,Mukubwe,Ward,"3,917",
1278,Munwa,Ward,"7,789",
1279,Mwambeshi,Ward,"1,745",
1280,Nsumbu,Ward,"4,404",
1281,Nyimba,District,"85,025",
1282,Chamilala,Ward,"3,970",
1283,Chinambi,Ward,"9,213",
1284,Chinsimbwe,Ward,857,
1285,Chiweza,Ward,"11,086",
1286,Kaliwe,Ward,"8,651",
1287,Katipa,Ward,980,
1288,Luangwa,Ward,"2,292",
1289,Luezi,Ward,"5,290",
1290,Mombe,Ward,"4,889",
1291,Mtilizi,Ward,"5,899",
1292,Ngozi,Ward,"9,146",
1293,Nyimba,Ward,"9,148",
1294,Vizimumba,Ward,"13,604",
1295,Pemba,District,"67,187",
1296,Habunkululu,Ward,"4,388",
1297,Hamaundu,Ward,"18,408",
1298,Kasiya,Ward,"12,861",
1299,Kauba,Ward,"7,232",
1300,Maambo,Ward,"12,716",
1301,Nachibanga,Ward,"9,254",
1302,Pemba,Ward,"2,328",
1303,Petauke,District,"241,056",
1304,Chimanyama,Ward,"18,023",
1305,Chisangu,Ward,"8,610",
1306,Kaumbwe,Ward,"17,326",
1307,Kovyane,Ward,"12,307",
1308,Lusangazi,Ward,"2,216",
1309,Lusinde,Ward,"11,243",
1310,Manjazi,Ward,"9,131",
1311,Manyane,Ward,"15,646",
1312,Mateyo Mzeka,Ward,"10,111",
1313,Mawanda,Ward,"11,809",
1314,Mbala,Ward,"11,533",
1315,Msumbazi,Ward,"16,964",
1316,Nsimbo,Ward,"8,468",
1317,Nyakawise,Ward,"10,788",
1318,Nyika,Ward,"38,001",
1319,Ongolwe,Ward,"16,133",
1320,Singozi,Ward,"12,802",
1321,Ukwimi,Ward,"9,945",
1322,Rufunsa,District,"51,002",
1323,Bunda Bunda,Ward,"14,305",
1324,Mankanda,Ward,"4,042",
1325,Mwachilele,Ward,"4,363",
1326,Nyamanongo,Ward,"2,983",
1327,Nyangwena,Ward,"7,631",
1328,Rufunsa,Ward,"15,724",
1329,Shikabeta,Ward,"1,954",
1330,Samfya,District,"174,906",
1331,Chifunabuli,Ward,"16,082",
1332,Chimana,Ward,"19,907",
1333,Chinkutila,Ward,"10,067",
1334,Chishi,Ward,"5,354",
1335,Isamba,Ward,"8,723",
1336,Kafumbo,Ward,"7,651",
1337,Kapamba,Ward,"5,217",
1338,Kapata,Ward,"16,294",
1339,Kapilibila,Ward,"3,661",
1340,Kasaba,Ward,"11,397",
1341,Kasansa,Ward,"6,884",
1342,Kasongele,Ward,"6,585",
1343,Katanshya,Ward,"10,119",
1344,Lumamya,Ward,"5,669",
1345,Mano,Ward,"17,781",
1346,Masonde,Ward,"8,921",
1347,Mbabala,Ward,"5,179",
1348,Musaba,Ward,"9,415",
1349,Senanga,District,"70,937",
1350,Imatanda,Ward,"17,325",
1351,Imatongo,Ward,"7,498",
1352,Lipuwe,Ward,"9,127",
1353,Lumbe,Ward,"4,141",
1354,Mata,Ward,"5,319",
1355,Mwanambuyu,Ward,"11,581",
1356,Naluywa,Ward,"6,161",
1357,Sibukali,Ward,"4,974",
1358,Wanyau,Ward,"4,811",
1359,Serenje,District,"117,880",
1360,Chibale,Ward,"7,982",
1361,Chisomo,Ward,"2,520",
1362,Ibolelo,Ward,"22,642",
1363,Kabamba,Ward,"7,538",
1364,Kabansa,Ward,796,
1365,Kanona,Ward,"6,557",
1366,Lukusashi,Ward,"3,781",
1367,Lupiya,Ward,"7,615",
1368,Mailo,Ward,"7,533",
1369,Masaninga,Ward,"13,516",
1370,Muchinda,Ward,"16,443",
1371,Musangashi,Ward,"2,644",
1372,Ng'answa,Ward,"7,550",
1373,Sancha,Ward,"5,539",
1374,Serenje,Ward,"5,224",
1375,Sesheke,District,"43,848",
1376,Imusho,Ward,"2,108",
1377,Kalobolelwa,Ward,"5,139",
1378,Luampungu,Ward,"5,273",
1379,Lusu,Ward,"2,987",
1380,Maondo,Ward,"8,491",
1381,Mulimambango,Ward,"19,850",
1382,Shang'ombo,District,"47,483",
1383,Beshe,Ward,"2,722",
1384,Kaunga Mashi,Ward,"4,509",
1385,Keyana,Ward,"6,178",
1386,Mambolomoka,Ward,"10,994",
1387,Mulonga,Ward,"8,660",
1388,Simu,Ward,"7,027",
1389,Sipuma,Ward,"7,393",
1390,Shibuyunji,District,"52,860",
1391,Chabota,Ward,"6,169",
1392,Kalundu,Ward,"7,772",
1393,Kapyanga,Ward,"5,466",
1394,Makombwe,Ward,"5,332",
1395,Milandu,Ward,"11,398",
1396,Nampundwe,Ward,"16,723",
1397,Shiwang'andu,District,"59,795",
1398,Chamusenga,Ward,"7,823",
1399,Chandaula,Ward,"4,164",
1400,Chibinda,Ward,"1,113",
1401,Chimpunda,Ward,"8,617",
1402,Ichingo,Ward,"4,488",
1403,Mayembe,Ward,"2,935",
1404,Muchinga,Ward,"6,354",
1405,Mukumbi,Ward,"7,008",
1406,Mwiche,Ward,"3,551",
1407,Mwila Kabuswe,Ward,"7,070",
1408,Nkulungwe,Ward,"6,672",
1409,Siavonga,District,"42,869",
1410,Kariba,Ward,"16,415",
1411,Lusangazi,Ward,"3,075",
1412,Manchamvwa,Ward,"4,723",
1413,Mulimya,Ward,"5,439",
1414,Nanyanga,Ward,"2,588",
1415,Simamba,Ward,"6,304",
1416,Sinadambwe,Ward,"4,325",
1417,Sikongo,District,"45,462",
1418,Licha,Ward,"8,262",
1419,Liumena,Ward,"6,596",
1420,Lueti,Ward,"8,817",
1421,Lulan'gunyi,Ward,"2,386",
1422,Lwambi,Ward,"1,711",
1423,Maala,Ward,"5,706",
1424,Mutala,Ward,"1,516",
1425,Mwenyi,Ward,"3,442",
1426,Nengu,Ward,"2,367",
1427,Tuuwa,Ward,"4,659",
1428,Sinazongwe,District,"101,617",
1429,Maamba,Ward,"10,249",
1430,Mabinga,Ward,778,
1431,Malima,Ward,"6,162",
1432,Muchekwa,Ward,"6,791",
1433,Muuka,Ward,"4,819",
1434,Mweemba,Ward,"11,331",
1435,Mweenda,Ward,"5,398",
1436,Mweezya,Ward,"17,200",
1437,Namazambwe,Ward,"5,120",
1438,Nang'ombe,Ward,"6,384",
1439,Nkamdabwe,Ward,"6,490",
1440,Sinazongwe,Ward,"10,698",
1441,Sinenge,Ward,"8,274",
1442,Tekelo,Ward,"1,923",
1443,Sinda,District,"149,697",
1444,Ching'ombe,Ward,"15,939",
1445,Chitawe,Ward,"4,326",
1446,Chiwuyu,Ward,"8,482",
1447,Kamwaza,Ward,"7,144",
1448,Kapoche,Ward,"10,640",
1449,Kasangazi,Ward,"10,184",
1450,Luandazi,Ward,"7,833",
1451,Matambazi,Ward,"21,396",
1452,Mng'omba,Ward,"10,572",
1453,Mnyamanzi,Ward,"5,459",
1454,Mwangaila,Ward,"18,858",
1455,Nchingilizya,Ward,"5,133",
1456,Nyamasonkho,Ward,"10,274",
1457,Sinda,Ward,"13,457",
1458,Sioma,District,"45,820",
1459,Kalongola,Ward,"2,867",
1460,Mbeta,Ward,"12,614",
1461,Mulamba,Ward,"1,217",
1462,Mutomena,Ward,"10,831",
1463,Nalwashi,Ward,"3,336",
1464,Sikabenga,Ward,"9,225",
1465,Sioma,Ward,"5,730",
1466,Solwezi,District,"254,470",
1467,Chikola,Ward,"3,965",
1468,Chovwe,Ward,"6,685",
1469,Kalilele,Ward,"3,045",
1470,Kamalamba,Ward,"19,068",
1471,Kangwena,Ward,"4,097",
1472,Kapijimpanga,Ward,"18,307",
1473,Kibanza,Ward,"5,388",
1474,Kimasala,Ward,"36,408",
1475,Lumwana,Ward,"7,501",
1476,Mapunga,Ward,"3,857",
1477,Matebo,Ward,"2,391",
1478,Mujimanzovu,Ward,"2,770",
1479,Mukumbi,Ward,"8,997",
1480,Mulonga,Ward,"9,888",
1481,Mumbezhi,Ward,"1,626",
1482,Mumena,Ward,"11,810",
1483,Musaka,Ward,"8,811",
1484,Musele,Ward,"11,960",
1485,Mwajimambwe,Ward,"12,654",
1486,Sandangombe,Ward,"18,361",
1487,Shilenda,Ward,"16,493",
1488,Tumvwanganai,Ward,"40,388",
1489,Vubwi,District,"44,585",
1490,Ambidzi,Ward,"2,924",
1491,Chimphanje,Ward,"2,332",
1492,Chisiya,Ward,"2,450",
1493,Kabvumo,Ward,"2,638",
1494,Khumba,Ward,"3,555",
1495,Mbozi,Ward,"4,154",
1496,Mlawe,Ward,"4,688",
1497,Mwangazi,Ward,"4,978",
1498,Vubwi,Ward,"8,561",
1499,Zozwe,Ward,"8,305",
1500,Zambezi,District,"80,306",
1501,Chileng'a Chizenzi,Ward,"5,096",
1502,Chitokoloki,Ward,"4,199",
1503,Chivweji Kasesi,Ward,"6,304",
1504,Dipalata,Ward,"5,786",
1505,Likungu,Ward,"4,765",
1506,Liyovu,Ward,"5,036",
1507,Lunkunyi,Ward,"4,409",
1508,Lwitadi Lwatembo,Ward,"3,156",
1509,Mapachi Chinyingi,Ward,"3,750",
1510,Matondo Nyachikayi,Ward,"2,739",
1511,Mpidi Kakong'a,Ward,"7,598",
1512,Mukanda Nkunda,Ward,"7,567",
1513,Muyembe,Ward,"1,984",
1514,Mwange Nyawanda,Ward,"3,698",
1515,Nyakuleng'a,Ward,"3,920",
1516,Zambezi,Ward,"10,299",
